filename,class_name,class_idx
mnist_00152.png,8,8
mnist_00153.png,2,2
mnist_00154.png,4,4
mnist_00155.png,9,9
mnist_00156.png,6,6
mnist_00157.png,6,6
mnist_00158.png,5,5
mnist_00159.png,1,1
mnist_00160.png,6,6
mnist_00161.png,1,1
mnist_00162.png,8,8
mnist_00163.png,1,1
mnist_00164.png,0,0
mnist_00165.png,0,0
mnist_00166.png,7,7
mnist_00167.png,4,4
mnist_00168.png,3,3
mnist_00169.png,4,4
mnist_00170.png,6,6
mnist_00171.png,1,1
mnist_00172.png,8,8
mnist_00173.png,1,1
mnist_00174.png,5,5
mnist_00175.png,6,6
mnist_00176.png,1,1
mnist_00177.png,3,3
mnist_00178.png,9,9
mnist_00179.png,7,7
mnist_00180.png,8,8
mnist_00181.png,9,9
mnist_00182.png,2,2
mnist_00183.png,2,2
mnist_00184.png,6,6
mnist_00185.png,8,8
mnist_00186.png,2,2
mnist_00187.png,4,4
mnist_00188.png,0,0
mnist_00189.png,6,6
mnist_00190.png,3,3
mnist_00191.png,1,1
mnist_00192.png,5,5
mnist_00193.png,4,4
mnist_00194.png,5,5
mnist_00195.png,3,3
mnist_00196.png,7,7
mnist_00197.png,4,4
mnist_00198.png,7,7
mnist_00199.png,2,2
mnist_00200.png,1,1
mnist_00201.png,8,8
mnist_00202.png,1,1
mnist_00203.png,1,1
mnist_00204.png,0,0
mnist_00205.png,2,2
mnist_00206.png,6,6
mnist_00207.png,4,4
mnist_00208.png,7,7
mnist_00209.png,0,0
mnist_00210.png,4,4
mnist_00211.png,5,5
mnist_00212.png,2,2
mnist_00213.png,5,5
mnist_00214.png,7,7
mnist_00215.png,1,1
mnist_00216.png,8,8
mnist_00217.png,5,5
mnist_00218.png,2,2
mnist_00219.png,4,4
mnist_00220.png,7,7
mnist_00221.png,6,6
mnist_00222.png,8,8
mnist_00223.png,9,9
mnist_00224.png,3,3
mnist_00225.png,3,3
mnist_00226.png,6,6
mnist_00227.png,9,9
mnist_00228.png,2,2
mnist_00229.png,2,2
mnist_00230.png,2,2
mnist_00231.png,3,3
mnist_00232.png,4,4
mnist_00233.png,4,4
mnist_00234.png,9,9
mnist_00235.png,4,4
mnist_00236.png,0,0
mnist_00237.png,8,8
mnist_00238.png,6,6
mnist_00239.png,2,2
mnist_00240.png,8,8
mnist_00241.png,2,2
mnist_00242.png,7,7
mnist_00243.png,3,3
mnist_00244.png,1,1
mnist_00245.png,3,3
mnist_00246.png,5,5
mnist_00247.png,9,9
mnist_00248.png,4,4
mnist_00249.png,0,0
mnist_00250.png,7,7
mnist_00251.png,2,2
mnist_00252.png,2,2
mnist_00253.png,5,5
mnist_00254.png,0,0
mnist_00255.png,8,8
mnist_00256.png,0,0
mnist_00257.png,8,8
mnist_00258.png,1,1
mnist_00259.png,5,5
mnist_00260.png,1,1
mnist_00261.png,2,2
mnist_00262.png,4,4
mnist_00263.png,4,4
mnist_00264.png,0,0
mnist_00265.png,2,2
mnist_00266.png,4,4
mnist_00267.png,6,6
mnist_00268.png,3,3
mnist_00269.png,5,5
mnist_00270.png,3,3
mnist_00271.png,9,9
mnist_00272.png,5,5
mnist_00273.png,8,8
mnist_00274.png,8,8
mnist_00275.png,2,2
mnist_00276.png,0,0
mnist_00277.png,2,2
mnist_00278.png,4,4
mnist_00279.png,3,3
mnist_00280.png,5,5
mnist_00281.png,5,5
mnist_00282.png,9,9
mnist_00283.png,7,7
mnist_00284.png,6,6
mnist_00285.png,6,6
mnist_00286.png,0,0
mnist_00287.png,7,7
mnist_00288.png,6,6
mnist_00289.png,3,3
mnist_00290.png,9,9
mnist_00291.png,7,7
mnist_00292.png,1,1
mnist_00293.png,0,0
mnist_00294.png,7,7
mnist_00295.png,8,8
mnist_00296.png,8,8
mnist_00297.png,3,3
mnist_00298.png,3,3
mnist_00299.png,6,6
mnist_00300.png,7,7
mnist_00301.png,0,0
mnist_00302.png,0,0
mnist_00303.png,2,2
mnist_00304.png,8,8
mnist_00305.png,1,1
mnist_00306.png,1,1
mnist_00307.png,4,4
mnist_00308.png,2,2
mnist_00309.png,3,3
mnist_00310.png,6,6
mnist_00311.png,7,7
mnist_00312.png,3,3
mnist_00313.png,1,1
mnist_00314.png,4,4
mnist_00315.png,0,0
mnist_00316.png,8,8
mnist_00317.png,5,5
mnist_00318.png,5,5
mnist_00319.png,9,9
mnist_00320.png,0,0
mnist_00321.png,7,7
mnist_00322.png,2,2
mnist_00323.png,7,7
mnist_00324.png,5,5
mnist_00325.png,4,4
mnist_00326.png,7,7
mnist_00327.png,6,6
mnist_00328.png,9,9
mnist_00329.png,9,9
mnist_00330.png,0,0
mnist_00331.png,3,3
mnist_00332.png,6,6
mnist_00333.png,0,0
mnist_00334.png,7,7
mnist_00335.png,3,3
mnist_00336.png,5,5
mnist_00337.png,9,9
mnist_00338.png,6,6
mnist_00339.png,4,4
mnist_00340.png,5,5
mnist_00341.png,3,3
mnist_00342.png,8,8
mnist_00343.png,6,6
mnist_00344.png,4,4
mnist_00345.png,9,9
mnist_00346.png,1,1
mnist_00347.png,6,6
mnist_00348.png,7,7
mnist_00349.png,1,1
mnist_00350.png,8,8
mnist_00351.png,6,6
mnist_00352.png,1,1
mnist_00353.png,8,8
mnist_00354.png,2,2
mnist_00355.png,3,3
mnist_00356.png,4,4
mnist_00357.png,9,9
mnist_00358.png,3,3
mnist_00359.png,9,9
mnist_00360.png,1,1
mnist_00361.png,5,5
mnist_00362.png,8,8
mnist_00363.png,2,2
mnist_00364.png,3,3
mnist_00365.png,8,8
mnist_00366.png,4,4
mnist_00367.png,8,8
mnist_00368.png,4,4
mnist_00369.png,7,7
mnist_00370.png,9,9
mnist_00371.png,1,1
mnist_00372.png,6,6
mnist_00373.png,6,6
mnist_00374.png,6,6
mnist_00375.png,3,3
mnist_00376.png,8,8
mnist_00377.png,4,4
mnist_00378.png,4,4
mnist_00379.png,8,8
mnist_00380.png,9,9
mnist_00381.png,5,5
mnist_00382.png,3,3
mnist_00383.png,0,0
mnist_00384.png,1,1
mnist_00385.png,3,3
mnist_00386.png,3,3
mnist_00387.png,8,8
mnist_00388.png,8,8
mnist_00389.png,5,5
mnist_00390.png,2,2
mnist_00391.png,7,7
mnist_00392.png,5,5
mnist_00393.png,9,9
mnist_00394.png,8,8
mnist_00395.png,5,5
mnist_00396.png,9,9
mnist_00397.png,5,5
mnist_00398.png,6,6
mnist_00399.png,9,9
mnist_00400.png,3,3
mnist_00401.png,5,5
mnist_00402.png,4,4
mnist_00403.png,6,6
mnist_00404.png,6,6
mnist_00405.png,2,2
mnist_00406.png,0,0
mnist_00407.png,3,3
mnist_00408.png,4,4
mnist_00409.png,8,8
mnist_00410.png,3,3
mnist_00411.png,9,9
mnist_00412.png,1,1
mnist_00413.png,4,4
mnist_00414.png,4,4
mnist_00415.png,9,9
mnist_00416.png,1,1
mnist_00417.png,8,8
mnist_00418.png,9,9
mnist_00419.png,9,9
mnist_00420.png,9,9
mnist_00421.png,7,7
mnist_00422.png,6,6
mnist_00423.png,8,8
mnist_00424.png,2,2
mnist_00425.png,7,7
mnist_00426.png,7,7
mnist_00427.png,0,0
mnist_00428.png,7,7
mnist_00429.png,1,1
mnist_00430.png,3,3
mnist_00431.png,4,4
mnist_00432.png,8,8
mnist_00433.png,3,3
mnist_00434.png,3,3
mnist_00435.png,6,6
mnist_00436.png,8,8
mnist_00437.png,4,4
mnist_00438.png,2,2
mnist_00439.png,5,5
mnist_00440.png,7,7
mnist_00441.png,6,6
mnist_00442.png,0,0
mnist_00443.png,1,1
mnist_00444.png,2,2
mnist_00445.png,1,1
mnist_00446.png,1,1
mnist_00447.png,7,7
mnist_00448.png,4,4
mnist_00449.png,7,7
mnist_00450.png,3,3
mnist_00451.png,6,6
mnist_00452.png,9,9
mnist_00453.png,3,3
mnist_00454.png,4,4
mnist_00455.png,9,9
mnist_00456.png,4,4
mnist_00457.png,7,7
mnist_00458.png,4,4
mnist_00459.png,4,4
mnist_00460.png,8,8
mnist_00461.png,4,4
mnist_00462.png,2,2
mnist_00463.png,2,2
mnist_00464.png,3,3
mnist_00465.png,5,5
mnist_00466.png,7,7
mnist_00467.png,7,7
mnist_00468.png,1,1
mnist_00469.png,3,3
mnist_00470.png,3,3
mnist_00471.png,1,1
mnist_00472.png,1,1
mnist_00473.png,6,6
mnist_00474.png,8,8
mnist_00475.png,9,9
mnist_00476.png,3,3
mnist_00477.png,1,1
mnist_00478.png,5,5
mnist_00479.png,5,5
mnist_00480.png,5,5
mnist_00481.png,7,7
mnist_00482.png,7,7
mnist_00483.png,7,7
mnist_00484.png,3,3
mnist_00485.png,7,7
mnist_00486.png,9,9
mnist_00487.png,6,6
mnist_00488.png,4,4
mnist_00489.png,8,8
mnist_00490.png,4,4
mnist_00491.png,9,9
mnist_00492.png,2,2
mnist_00493.png,4,4
mnist_00494.png,3,3
mnist_00495.png,5,5
mnist_00496.png,6,6
mnist_00497.png,9,9
mnist_00498.png,2,2
mnist_00499.png,9,9
mnist_00500.png,9,9
mnist_00501.png,2,2
mnist_00502.png,7,7
mnist_00503.png,6,6
mnist_00504.png,0,0
mnist_00505.png,6,6
mnist_00506.png,4,4
mnist_00507.png,4,4
mnist_00508.png,4,4
mnist_00509.png,1,1
mnist_00510.png,2,2
mnist_00511.png,7,7
mnist_00512.png,2,2
mnist_00513.png,6,6
mnist_00514.png,7,7
mnist_00515.png,3,3
mnist_00516.png,1,1
mnist_00517.png,6,6
mnist_00518.png,7,7
mnist_00519.png,4,4
mnist_00520.png,0,0
mnist_00521.png,1,1
mnist_00522.png,5,5
mnist_00523.png,2,2
mnist_00524.png,5,5
mnist_00525.png,8,8
mnist_00526.png,7,7
mnist_00527.png,4,4
mnist_00528.png,8,8
mnist_00529.png,0,0
mnist_00530.png,9,9
mnist_00531.png,9,9
mnist_00532.png,8,8
mnist_00533.png,3,3
mnist_00534.png,5,5
mnist_00535.png,4,4
mnist_00536.png,0,0
mnist_00537.png,0,0
mnist_00538.png,0,0
mnist_00539.png,8,8
mnist_00540.png,4,4
mnist_00541.png,1,1
mnist_00542.png,0,0
mnist_00543.png,1,1
mnist_00544.png,5,5
mnist_00545.png,2,2
mnist_00546.png,2,2
mnist_00547.png,6,6
mnist_00548.png,4,4
mnist_00549.png,4,4
mnist_00550.png,5,5
mnist_00551.png,1,1
mnist_00552.png,1,1
mnist_00553.png,2,2
mnist_00554.png,4,4
mnist_00555.png,1,1
mnist_00556.png,7,7
mnist_00557.png,6,6
mnist_00558.png,5,5
mnist_00559.png,6,6
mnist_00560.png,8,8
mnist_00561.png,2,2
mnist_00562.png,3,3
mnist_00563.png,4,4
mnist_00564.png,6,6
mnist_00565.png,1,1
mnist_00566.png,0,0
mnist_00567.png,4,4
mnist_00568.png,9,9
mnist_00569.png,6,6
mnist_00570.png,5,5
mnist_00571.png,8,8
mnist_00572.png,2,2
mnist_00573.png,4,4
mnist_00574.png,5,5
mnist_00575.png,8,8
mnist_00576.png,7,7
mnist_00577.png,5,5
mnist_00578.png,1,1
mnist_00579.png,0,0
mnist_00580.png,2,2
mnist_00581.png,1,1
mnist_00582.png,8,8
mnist_00583.png,3,3
mnist_00584.png,9,9
mnist_00585.png,1,1
mnist_00586.png,5,5
mnist_00587.png,1,1
mnist_00588.png,6,6
mnist_00589.png,2,2
mnist_00590.png,5,5
mnist_00591.png,9,9
mnist_00592.png,9,9
mnist_00593.png,7,7
mnist_00594.png,5,5
mnist_00595.png,3,3
mnist_00596.png,5,5
mnist_00597.png,7,7
mnist_00598.png,8,8
mnist_00599.png,7,7
mnist_00600.png,3,3
mnist_00601.png,8,8
mnist_00602.png,1,1
mnist_00603.png,4,4
mnist_00604.png,6,6
mnist_00605.png,4,4
mnist_00606.png,7,7
mnist_00607.png,9,9
mnist_00608.png,6,6
mnist_00609.png,2,2
mnist_00610.png,2,2
mnist_00611.png,0,0
mnist_00612.png,3,3
mnist_00613.png,4,4
mnist_00614.png,6,6
mnist_00615.png,9,9
mnist_00616.png,9,9
mnist_00617.png,3,3
mnist_00618.png,7,7
mnist_00619.png,0,0
mnist_00620.png,0,0
mnist_00621.png,7,7
mnist_00622.png,7,7
mnist_00623.png,2,2
mnist_00624.png,8,8
mnist_00625.png,0,0
mnist_00626.png,3,3
mnist_00627.png,4,4
mnist_00628.png,9,9
mnist_00629.png,7,7
mnist_00630.png,0,0
mnist_00631.png,5,5
mnist_00632.png,7,7
mnist_00633.png,3,3
mnist_00634.png,7,7
mnist_00635.png,2,2
mnist_00636.png,3,3
mnist_00637.png,1,1
mnist_00638.png,2,2
mnist_00639.png,4,4
mnist_00640.png,1,1
mnist_00641.png,5,5
mnist_00642.png,6,6
mnist_00643.png,5,5
mnist_00644.png,1,1
mnist_00645.png,0,0
mnist_00646.png,5,5
mnist_00647.png,4,4
mnist_00648.png,1,1
mnist_00649.png,5,5
mnist_00650.png,4,4
mnist_00651.png,4,4
mnist_00652.png,1,1
mnist_00653.png,6,6
mnist_00654.png,2,2
mnist_00655.png,5,5
mnist_00656.png,6,6
mnist_00657.png,8,8
mnist_00658.png,5,5
mnist_00659.png,2,2
mnist_00660.png,6,6
mnist_00661.png,7,7
mnist_00662.png,7,7
mnist_00663.png,3,3
mnist_00664.png,1,1
mnist_00665.png,9,9
mnist_00666.png,0,0
mnist_00667.png,8,8
mnist_00668.png,0,0
mnist_00669.png,9,9
mnist_00670.png,5,5
mnist_00671.png,1,1
mnist_00672.png,7,7
mnist_00673.png,1,1
mnist_00674.png,5,5
mnist_00675.png,0,0
mnist_00676.png,8,8
mnist_00677.png,0,0
mnist_00678.png,1,1
mnist_00679.png,5,5
mnist_00680.png,8,8
mnist_00681.png,1,1
mnist_00682.png,6,6
mnist_00683.png,2,2
mnist_00684.png,0,0
mnist_00685.png,7,7
mnist_00686.png,2,2
mnist_00687.png,4,4
mnist_00688.png,8,8
mnist_00689.png,4,4
mnist_00690.png,2,2
mnist_00691.png,1,1
mnist_00692.png,6,6
mnist_00693.png,5,5
mnist_00694.png,1,1
mnist_00695.png,7,7
mnist_00696.png,5,5
mnist_00697.png,7,7
mnist_00698.png,6,6
mnist_00699.png,0,0
mnist_00700.png,5,5
mnist_00701.png,7,7
mnist_00702.png,0,0
mnist_00703.png,7,7
mnist_00704.png,6,6
mnist_00705.png,0,0
mnist_00706.png,9,9
mnist_00707.png,0,0
mnist_00708.png,1,1
mnist_00709.png,5,5
mnist_00710.png,6,6
mnist_00711.png,6,6
mnist_00712.png,0,0
mnist_00713.png,1,1
mnist_00714.png,1,1
mnist_00715.png,7,7
mnist_00716.png,1,1
mnist_00717.png,7,7
mnist_00718.png,7,7
mnist_00719.png,2,2
mnist_00720.png,7,7
mnist_00721.png,4,4
mnist_00722.png,7,7
mnist_00723.png,3,3
mnist_00724.png,6,6
mnist_00725.png,2,2
mnist_00726.png,8,8
mnist_00727.png,6,6
mnist_00728.png,7,7
mnist_00729.png,2,2
mnist_00730.png,6,6
mnist_00731.png,8,8
mnist_00732.png,4,4
mnist_00733.png,6,6
mnist_00734.png,5,5
mnist_00735.png,6,6
mnist_00736.png,7,7
mnist_00737.png,7,7
mnist_00738.png,5,5
mnist_00739.png,6,6
mnist_00740.png,7,7
mnist_00741.png,7,7
mnist_00742.png,2,2
mnist_00743.png,1,1
mnist_00744.png,7,7
mnist_00745.png,5,5
mnist_00746.png,0,0
mnist_00747.png,3,3
mnist_00748.png,4,4
mnist_00749.png,7,7
mnist_00750.png,8,8
mnist_00751.png,4,4
mnist_00752.png,7,7
mnist_00753.png,9,9
mnist_00754.png,5,5
mnist_00755.png,6,6
mnist_00756.png,7,7
mnist_00757.png,1,1
mnist_00758.png,5,5
mnist_00759.png,0,0
mnist_00760.png,7,7
mnist_00761.png,9,9
mnist_00762.png,9,9
mnist_00763.png,7,7
mnist_00764.png,6,6
mnist_00765.png,4,4
mnist_00766.png,7,7
mnist_00767.png,5,5
mnist_00768.png,5,5
mnist_00769.png,5,5
mnist_00770.png,4,4
mnist_00771.png,1,1
mnist_00772.png,6,6
mnist_00773.png,5,5
mnist_00774.png,3,3
mnist_00775.png,6,6
mnist_00776.png,5,5
mnist_00777.png,4,4
mnist_00778.png,6,6
mnist_00779.png,3,3
mnist_00780.png,4,4
mnist_00781.png,9,9
mnist_00782.png,9,9
mnist_00783.png,2,2
mnist_00784.png,9,9
mnist_00785.png,9,9
mnist_00786.png,9,9
mnist_00787.png,5,5
mnist_00788.png,9,9
mnist_00789.png,0,0
mnist_00790.png,0,0
mnist_00791.png,7,7
mnist_00792.png,6,6
mnist_00793.png,2,2
mnist_00794.png,3,3
mnist_00795.png,5,5
mnist_00796.png,4,4
mnist_00797.png,4,4
mnist_00798.png,1,1
mnist_00799.png,4,4
mnist_00800.png,2,2
mnist_00801.png,1,1
mnist_00802.png,4,4
mnist_00803.png,0,0
mnist_00804.png,7,7
mnist_00805.png,9,9
mnist_00806.png,4,4
mnist_00807.png,9,9
mnist_00808.png,1,1
mnist_00809.png,7,7
mnist_00810.png,3,3
mnist_00811.png,6,6
mnist_00812.png,9,9
mnist_00813.png,8,8
mnist_00814.png,9,9
mnist_00815.png,2,2
mnist_00816.png,6,6
mnist_00817.png,7,7
mnist_00818.png,7,7
mnist_00819.png,7,7
mnist_00820.png,2,2
mnist_00821.png,8,8
mnist_00822.png,9,9
mnist_00823.png,1,1
mnist_00824.png,0,0
mnist_00825.png,0,0
mnist_00826.png,7,7
mnist_00827.png,4,4
mnist_00828.png,2,2
mnist_00829.png,7,7
mnist_00830.png,4,4
mnist_00831.png,6,6
mnist_00832.png,4,4
mnist_00833.png,9,9
mnist_00834.png,6,6
mnist_00835.png,7,7
mnist_00836.png,0,0
mnist_00837.png,8,8
mnist_00838.png,2,2
mnist_00839.png,6,6
mnist_00840.png,9,9
mnist_00841.png,6,6
mnist_00842.png,6,6
mnist_00843.png,0,0
mnist_00844.png,1,1
mnist_00845.png,3,3
mnist_00846.png,0,0
mnist_00847.png,4,4
mnist_00848.png,3,3
mnist_00849.png,8,8
mnist_00850.png,2,2
mnist_00851.png,9,9
mnist_00852.png,3,3
mnist_00853.png,1,1
mnist_00854.png,1,1
mnist_00855.png,9,9
mnist_00856.png,2,2
mnist_00857.png,0,0
mnist_00858.png,0,0
mnist_00859.png,9,9
mnist_00860.png,1,1
mnist_00861.png,2,2
mnist_00862.png,9,9
mnist_00863.png,2,2
mnist_00864.png,3,3
mnist_00865.png,1,1
mnist_00866.png,1,1
mnist_00867.png,5,5
mnist_00868.png,9,9
mnist_00869.png,6,6
mnist_00870.png,0,0
mnist_00871.png,2,2
mnist_00872.png,2,2
mnist_00873.png,6,6
mnist_00874.png,7,7
mnist_00875.png,3,3
mnist_00876.png,3,3
mnist_00877.png,3,3
mnist_00878.png,7,7
mnist_00879.png,0,0
mnist_00880.png,9,9
mnist_00881.png,2,2
mnist_00882.png,0,0
mnist_00883.png,5,5
mnist_00884.png,5,5
mnist_00885.png,6,6
mnist_00886.png,1,1
mnist_00887.png,4,4
mnist_00888.png,1,1
mnist_00889.png,8,8
mnist_00890.png,4,4
mnist_00891.png,6,6
mnist_00892.png,2,2
mnist_00893.png,3,3
mnist_00894.png,5,5
mnist_00895.png,2,2
mnist_00896.png,4,4
mnist_00897.png,5,5
mnist_00898.png,2,2
mnist_00899.png,7,7
mnist_00900.png,2,2
mnist_00901.png,0,0
mnist_00902.png,2,2
mnist_00903.png,1,1
mnist_00904.png,3,3
mnist_00905.png,9,9
mnist_00906.png,7,7
mnist_00907.png,4,4
mnist_00908.png,1,1
mnist_00909.png,5,5
mnist_00910.png,1,1
mnist_00911.png,7,7
mnist_00912.png,1,1
mnist_00913.png,9,9
mnist_00914.png,1,1
mnist_00915.png,9,9
mnist_00916.png,7,7
mnist_00917.png,2,2
mnist_00918.png,8,8
mnist_00919.png,7,7
mnist_00920.png,5,5
mnist_00921.png,4,4
mnist_00922.png,1,1
mnist_00923.png,0,0
mnist_00924.png,3,3
mnist_00925.png,7,7
mnist_00926.png,4,4
mnist_00927.png,3,3
mnist_00928.png,8,8
mnist_00929.png,6,6
mnist_00930.png,7,7
mnist_00931.png,3,3
mnist_00932.png,3,3
mnist_00933.png,0,0
mnist_00934.png,0,0
mnist_00935.png,3,3
mnist_00936.png,1,1
mnist_00937.png,3,3
mnist_00938.png,5,5
mnist_00939.png,5,5
mnist_00940.png,9,9
mnist_00941.png,2,2
mnist_00942.png,4,4
mnist_00943.png,1,1
mnist_00944.png,0,0
mnist_00945.png,7,7
mnist_00946.png,5,5
mnist_00947.png,9,9
mnist_00948.png,5,5
mnist_00949.png,8,8
mnist_00950.png,2,2
mnist_00951.png,5,5
mnist_00952.png,4,4
mnist_00953.png,2,2
mnist_00954.png,1,1
mnist_00955.png,0,0
mnist_00956.png,6,6
mnist_00957.png,7,7
mnist_00958.png,9,9
mnist_00959.png,8,8
mnist_00960.png,7,7
mnist_00961.png,8,8
mnist_00962.png,1,1
mnist_00963.png,6,6
mnist_00964.png,7,7
mnist_00965.png,8,8
mnist_00966.png,9,9
mnist_00967.png,7,7
mnist_00968.png,5,5
mnist_00969.png,6,6
mnist_00970.png,8,8
mnist_00971.png,3,3
mnist_00972.png,4,4
mnist_00973.png,7,7
mnist_00974.png,2,2
mnist_00975.png,5,5
mnist_00976.png,0,0
mnist_00977.png,9,9
mnist_00978.png,1,1
mnist_00979.png,8,8
mnist_00980.png,7,7
mnist_00981.png,0,0
mnist_00982.png,6,6
mnist_00983.png,3,3
mnist_00984.png,6,6
mnist_00985.png,5,5
mnist_00986.png,6,6
mnist_00987.png,6,6
mnist_00988.png,3,3
mnist_00989.png,3,3
mnist_00990.png,7,7
mnist_00991.png,3,3
mnist_00992.png,4,4
mnist_00993.png,6,6
mnist_00994.png,1,1
mnist_00995.png,3,3
mnist_00996.png,2,2
mnist_00997.png,0,0
mnist_00998.png,2,2
mnist_00999.png,1,1
mnist_01000.png,3,3
mnist_01001.png,2,2
mnist_01002.png,2,2
mnist_01003.png,3,3
mnist_01004.png,5,5
mnist_01005.png,2,2
mnist_01006.png,5,5
mnist_01007.png,8,8
mnist_01008.png,1,1
mnist_01009.png,1,1
mnist_01010.png,0,0
mnist_01011.png,0,0
mnist_01012.png,5,5
mnist_01013.png,2,2
mnist_01014.png,6,6
mnist_01015.png,9,9
mnist_01016.png,4,4
mnist_01017.png,9,9
mnist_01018.png,9,9
mnist_01019.png,3,3
mnist_01020.png,0,0
mnist_01021.png,9,9
mnist_01022.png,7,7
mnist_01023.png,3,3
mnist_01024.png,8,8
mnist_01025.png,1,1
mnist_01026.png,8,8
mnist_01027.png,4,4
mnist_01028.png,7,7
mnist_01029.png,1,1
mnist_01030.png,5,5
mnist_01031.png,8,8
mnist_01032.png,8,8
mnist_01033.png,6,6
mnist_01034.png,0,0
mnist_01035.png,0,0
mnist_01036.png,0,0
mnist_01037.png,1,1
mnist_01038.png,5,5
mnist_01039.png,9,9
mnist_01040.png,1,1
mnist_01041.png,8,8
mnist_01042.png,0,0
mnist_01043.png,5,5
mnist_01044.png,7,7
mnist_01045.png,0,0
mnist_01046.png,9,9
mnist_01047.png,6,6
mnist_01048.png,6,6
mnist_01049.png,4,4
mnist_01050.png,4,4
mnist_01051.png,6,6
mnist_01052.png,6,6
mnist_01053.png,4,4
mnist_01054.png,9,9
mnist_01055.png,2,2
mnist_01056.png,1,1
mnist_01057.png,8,8
mnist_01058.png,2,2
mnist_01059.png,0,0
mnist_01060.png,1,1
mnist_01061.png,6,6
mnist_01062.png,3,3
mnist_01063.png,7,7
mnist_01064.png,3,3
mnist_01065.png,2,2
mnist_01066.png,4,4
mnist_01067.png,7,7
mnist_01068.png,1,1
mnist_01069.png,6,6
mnist_01070.png,1,1
mnist_01071.png,7,7
mnist_01072.png,1,1
mnist_01073.png,3,3
mnist_01074.png,0,0
